Author,Comment Posted,Content,Like
TomatoPaste,3 days ago,"damn Skip.. i cant believe that im gonna say this. Skip thank you on behalf of all filipinos out there, we sometimes both have different opinion on things. but this time we are together👏👏🙏☝🔥",
J R,1 week ago,S/O to Shannon’s knowledge of Filipino Politics lmao,13
Vin Adajar,1 week ago,This time I agree 💯 percent with Skip on this one ☝️ Manny just love fighting in the boxing 🥊 ring… he fought and fought and fought.💯,42
Sam Lee Jr,2 days ago,These two are the best..love watching them,
Jon C,1 day ago,"The greatest ever, his accomplishments will never be match. Enjoy your retirement champ 🥊 God bless you and thanks for the memories 🙏🏻",
Noel Quiñones,1 week ago,The only time I like Skip is when he talks about Manny❤,19
BRGY MAGILIW,1 week ago,WE WILL MISS PACQUIAO 😭😭 HE IS A GREAT FIGHTER OF ALL TIME - LEGEND,13
Lillo Stich,1 week ago (edited),Good thing about his retirement is it have a good and positive feedback ❤👌and showered with praise..,23
AMVICIOUSO,1 day ago (edited),"See.. Mayweather really disappointed a lot of fans. 

Mayweather could beat these guys!! No doubt!! But why was he ducking 2007-2010… Mayaeather lost credibility he only cared about money and his 0 losses.",2
Spencer Marlen-Starr,2 days ago,I am low-key surprised and impressed that Shannon Sharpe mentioned Henry Armstrong by name as one of the greatest pound for pound boxers of all time. Good for him.,
Hanzo Hasashi,22 hours ago,Manny threw more punches in all of his fights so I can see he was having problems with his shoulder and he wasn't physically ready in his fight against mayweather.,
Carlos 7,1 day ago,Thank you Manny Pacquiao for all your fights you are one of the greatest fighters of all time good luck to you and your family and best of luck in your life,
Red Orange Green,1 week ago,"Im gonna call it.
A slim chance of winning. 

As much as we love Pacquiao, our own version of ""moon landing"" to boxing, the presidency is just a different type of job that isn't for him.",24
Matthew SaltnLight,3 days ago,"Indeed, the people's champ! He is definitely up there with most up and coming boxers wanting to be like him. He fought with heart and courage and he exemplified humility and resilience.such character. We wish you well pacman!",
Lone Wanderer,2 days ago,Huge respect and happy retirement legend.,
Zeze Jr.,13 hours ago,Fighting for his family to fighting for his country real quick👌🔥,
EthanS519,2 days ago,"If Floyd and Manny fought 5 years earlier, Manny wont knock him out but he will win by points. 
Funny when Skip just rolled his eyes up when Shannon starts fanboying Floyd when the topic is all about Manny :)",
dave gueba,1 week ago,"thank you old warrior to all those brutal and exciting bout you gave us, push your self to the limit from division to division. respect 🐐💪",26
Marissa Galarosa Borja,1 week ago,Goat for me!!!! Manny will be missed!,5
Kenneth Areola,4 days ago,Those tremendous slug fest fights that even just you watch it through tv but  still worthy  as much as live impact.Thank you Manny,
Don Robinson,4 hours ago,I watch all his fights over and over,
Vincent Seguin,1 week ago,HBO needs to do a one season show about Mannys life.,
Vince Haylem,1 week ago,Everyone loves and says something good about Manny,43
James Harbo,3 days ago,Manny is hands down THE greatest fighter in the last 60 years,
Jj Hernendez,1 week ago,The way skip has no idea about Floyd Mayweather just amazes me..,3
Jacob Broadwater,3 days ago,"“He would have touched him, and he would have hurt him” LOL",
EZ JERSEY,4 days ago,"Most Loved. Kind Hearted. And a Fighter.
Filipino trait that we can be proud of",
Rj Plameras,1 week ago,I have pac just behind Ali and SRR at number 3 but based on accomplishments he basically has the best,140
AJ Lee,4 days ago,"He is humble and simple man. From the very beginning of his career, he works so hard to rise up. One good thing about Pacman Pacquiao is his Godliness, he put God first before himself.  He is a good Christian and I wished him well. PACMAN you are a great boxer. YOUR HISTORY HAS BEEN WRITTEN.",
charlee dhee,2 days ago (edited),"im a filipino .. we love manny .. he can really fight his the man.. he wants to sing , we let him … he wants to act , we let him .. he wants to be  in our congress , we let him .. he wants to be in our senate ,  we let him … he want to play in our professional basketball league  we let him  … now he’s  applying to be our president .. for me i will not let him … .. all the love and respect to Manny",1
marven roa,1 day ago,"When you watch Pacman, you came to see a fight. When you watch Floyd, you came to see him lose.",
Tito R,5 days ago,Watch the fight again Shannon and you’ll see Pacquiao beat Gayweather even with a rotator injury…just watch it again and count the punches landed!,1
Juan Miguel Labo,1 week ago,Lucky i grew up witnessing his legacy ❤️,33
× Living 'd Reality ×,3 days ago,"Manny is a true fighter! You can't a blame a fighter, a ""warrior"" rather, being knocked hundred times. He just fought anybody.  A boxer who always win the heart of every boxing fan is a true Champion.",
Wild-Olive Prick,1 week ago,"The GOAT of Boxing, the Pacman! Amen.",1
Giancarlo Espejo,3 days ago,It's time to hang the gloves but we will always remember a legendary fighter,
Kevin Matias,5 days ago,Privileged to have witnessed true greatness 🐐🐐💯💯,1
André Benício João,1 week ago,Manny will be missed and his casual fans won’t be. Anyways good luck to him in his political career thank you for everything.,39
Faithlover,1 week ago,Big salute my idol Manny...proud to be a pilipino,1
Papi Chulo,1 day ago,"PacMan the best boxer of all time , 8 Division world Champion . How I enjoyed watching him fight and so humble . God Bless You Always Manny wish You the Best Champ 🙏🏽",
LeechRec,1 day ago,One of the greatest and most likeable boxers ever.  What a pleasure and honor it was to watch Pacman through the years.,
Nancy Powell,16 minutes ago,I'm really sad to see him go! Manny THE ROLE MODEL!,
Roldan Lugto Mañulit,1 week ago,Thank You Sir Manny! Praise God!,9
Shinobi,5 days ago,manny's retirement finally makes these two on the same page with a little bit of argument,
Knowwell,1 week ago,"I thought this was about Manny? Then Floyd!? Come on now, give Manny some respect on his retirement. This announcer is out of class.",25
Raul P,2 days ago,Mayweather avoided prime Pacquiao for at least 5 years. That is a fact,
Juan Sipag,4 days ago,"Well, I don't know what to say... But one thing is for sure... I gonna miss him fighting in the ring.  No more Paquiao in the ring... Thanks Manny for motivating us and inspired us... Thanks so much. God bless.",
Eduarte Geraldez,1 week ago,Smiling while watching the conversation between the Floyd and Manny.,12
MIKE GUERRA,5 days ago,"I think Shannon is forgetting the streak manny was on five years prior to fighting Floyd. One of the greatest runs ever. That’s why Floyd waited. Wasn’t a secret. Not to say he would have won, but Floyd ran and pushed when they did fight. And Manny hurt Floyd three times. Floyd sat on the ropes and recovered quickly like he always does to his credit.",
Luke Y,1 day ago,Greatest Filipino Boxer of All Time! 💪🏻🙌🏻🥊,
-BLACKED- • 28 years ago .,1 day ago,Shannon being a fangirl to floyd,1
FIN,4 days ago,Binge watching Replay Pacquiao Fights is more exciting than watching Mayweather vs Logan Paul live front row,1
Poljack Gompot,1 week ago,Long Live the GOAT,11
Gnno Breaker,3 days ago,"I will forever be grateful for Manny's greatness as a boxer and for the honor he gave for the country, but as becoming a politician, NO.",
Ms. Rosie,2 days ago (edited),"Mosely almost knock out Floyd, but Floyd is a master and a GOAT greatest runner of all time so that's why Manny can't touch him.i love you pacman your the real goat and not a cheater. true fighter with a heart. God blessed 🙏",
VON JADE,6 days ago,"I thought this would be a remembering pacquiao's greatness why it is suddenly turn into a debate and comparison, LMAO",1
Martin Bakunawa,12 hours ago,"It's great to hear that Manny has been nothing but remarkable in all your memories. But Politics will be his ultimate downfall. The people around him, those vultures he trusts, are just after the greatness he has. I wish He just focused on boxing until his last breathe.",
Earl Garcia,1 week ago (edited),"Shannon can't help himself, every boxing conversation evolves into a discussion about Floyd.",38
Elroux,5 days ago (edited),"the funny thing is, Pacman came in America to fight as a 2 week substitute then win and his last fight was against a 2 week substitue and lost.",1
Chris Cruciat,5 hours ago,This is like watching Larry David and Leon 🤣,
W.A.R e-sports,4 days ago (edited),Manny can touch floyed with his speed if we turn back the clock,
FilthyCasual,1 week ago,This ends the legacy of the GOAT.,
Blue eyes,1 week ago,"Number ONE!  Good luck Manny, in your political aspirations!  Thank you for all the years CHAMP!",9
J.R. Spliff 212,3 days ago,Wanna know how Floyd is so good? Watch this be about him yet again.,
Caramel😪,4 days ago,Still champ forever ❣️,1
Sonny B.,1 day ago,Just wait until manny will announce his comeback from retirement. It will be sooner.,1
Hanzo Hasashi,22 hours ago,"""Why would I pick somebody that can beat me, skip, for 18 million, if I can fight a guy for 15 million"". So you just admit that mayweather ducks and dodges fights. But hey I don't know though just saying.",
Mel Cualpas,1 week ago,"Centennial Champ by WBA and 8th division world champ.
No one can break that record  shame on mayweather a self obsess proclaim great 🤣😂😅",47
kap,17 minutes ago,bro these guys are like bickering brothers when it come to floyd n manny hahah,
Jonas Delos Santos,4 days ago,"Manny is a pure definition of ""HardWork""",
Cordero Merritt,1 week ago,We will miss u manny u was a great legend,1
Heaven on wheels 2018,4 days ago,He’s humble af that’s what I’ll miss,
Ino eusebio,5 days ago,"When manny was fight in the ring, whole phillipines was watch, and when you see in that day there is no report about, any crime , because phil is one. 

Nobody boxer will do that.",7
David P.,2 days ago,"John 10:27-28
""My sheep hear my voice, and I know them, and they follow me:

And I give unto them eternal life; and they shall never perish, neither shall any man pluck them out of my hand.""",
AnimeClipsDotKom,4 days ago,I can only watch his greatest fights now on youtube...,
yogizol,1 week ago,Paquiao vs Delahoya was brutal punches.Amazing fight.,1
blight26gaming,5 days ago,"For the first time, Skip, I f**** love you!",
DAGO 619 CALI FACTOR,1 week ago,They need to make a Pacquiao movie that would be great!!!,42
George Hillier,1 day ago,"In my mind, Floyd is still 49-0 same as Marciano. I don't count the Mcgregor fight.",
Bazinga,8 hours ago,was waiting for Skip's tears,
Lenon Jake Abraham,2 days ago,"Floyd have been defeated in so many fights, that I believe...",
OMG Network,3 days ago,"PacMan as a boxer - incredible, legendary, The GOAT.

as a politician - meh. most absences. heart's in a good place; but he prolly has too much people/advisors in his camp that he needs to tell him what to do.",
Mike D,1 week ago,We could see Pacquiao punching other Leaders of the world,44
Mowa Studios,2 days ago,Manny fought past prime Champs after Floyd beat them.,
joreal25,2 days ago,"i am very thankful, i live in the same era if so many great athletes..
Michael Jordan, Kobe Bryant, Tiger Woods, Manny Pacman, Steph Curry, Tyson, Magic Johnson,  etc",
Luis H,4 days ago (edited),Everybody forgets Floyd had a dam good chin the times fighters got to it he is tougher than you think.,
Cool Kidd,6 days ago,Finally the previous era is now officially retire . Damn it feels nostalgic.,
PALOT 1990,1 week ago,Pacquiao is legendary god bless pacman,10
Morbad Smoking,3 days ago,This is what im trying to tell my friends. Skip has a point. Pac took hatton in 2. And it took Mayweather 10,
